,Palavra,frequência
6403,altura,225
4900,seio,224
349,davam,224
18195,autores,224
6733,alemão,224
5983,falei,224
66823,011,224
2342,comoção,223
1577,diria,223
298,públicos,223
5179,vozes,223
6055,parecem,223
37382,dumont,223
19940,tela,223
130,leite,223
9019,exército,222
913,literária,222
2862,ódio,222
4985,usar,222
1636,penso,222
817,estima,222
1055,infeliz,222
7901,vinham,221
4757,abismo,221
221,cinqüenta,221
4476,levantar,221
53799,tristão,221
62412,clubin,221
14696,sensação,221
15336,teófilo,220
1649,orgulho,220
1269,poema,220
3199,praça,220
7930,crédito,220
693,sobrinha,220
2581,lançou,220
528,durou,220
3190,vocação,220
1956,parede,220
7771,francesa,220
1099,espanto,220
3568,discussão,220
71400,mais!,219
5965,moléstia,219
65835,sikes,219
15456,organização,219
3116,repente,219
865,compreendeu,219
1342,tratava,218
983,opiniões,218
14117,jacó,218
2288,juízo,218
1660,fria,217
9463,econômico,217
5755,fenômeno,217
2779,negros,217
5832,manter,217
4180,certos,217
1796,motivos,217
16606,grupos,216
7461,longos,216
30812,deverá,216
4926,mudar,216
2855,crescimento,216
18673,algo,216
871,licença,216
4317,fluminense,216
2095,possui,215
5177,pensando,215
4048,pedaço,215
61547,fidélia,215
2586,seguiu,215
13412,efeitos,215
9762,composição,215
30929,internacionais,214
2475,universal,214
2381,viesse,214
16638,presidência,214
2207,acontecimentos,214
10123,análise,214
2970,cheguei,214
11997,1º,213
10692,22,213
8155,cidades,213
402,cores,213
1186,diálogo,213
22086,tribunal,212
701,entrava,212
17536,abertura,212
5381,reflexões,212
1279,desceu,212
3220,lenço,212
5535,faziam,212
9200,torna,212
6625,planos,212
4553,voltando,212
3079,lê,211
3429,simpatia,211
4186,casal,211
62427,déruchette,211
4425,narração,211
9922,andré,211
3307,acabado,211
2836,fizera,211
7654,lojas,211
14387,lima,210
2341,pela,210
46,iv,210
1696,rico,210
3626,felizes,210
1524,descobrir,210
5703,daqueles,210
3380,província,210
2982,vasconcelos,210
1183,pedindo,210
11632,vós,210
361,completamente,210
15081,carmo,210
2988,feitos,210
5893,ei,209
13197,desembargador,209
11127,textos,209
5075,conhecimento,209
3100,ternura,209
5291,espíritos,209
4927,roupa,209
6105,palha,209
3457,começo,208
13149,eulália,208
4613,terrível,208
7518,negro,208
6836,estrada,208
24370,fernanda,208
2370,imediatamente,208
7463,saudade,208
20572,henriqueta,208
12560,pequenos,208
102,ideal,208
6677,curto,208
3071,aberto,208
10276,sessão,207
5016,pobres,207
1771,teoria,207
3179,necessária,207
8454,conclusão,207
3882,acredita,206
2889,prisão,206
4983,imposto,206
9872,prêmio,206
65624,bumble,206
618,começava,206
8813,".,",206
8130,nuvens,206
6396,espanha,206
4754,acesso,206
7680,febre,206
34286,valores,205
24428,augusto,205
495,raça,205
2266,religião,205
10989,administração,205
3590,regra,205
6155,pretende,205
62928,durande,205
6303,artigos,205
8439,ergueu,205
1992,saía,205
5034,despeito,204
17416,jogar,204
10705,benedita,204
7725,isabel,204
2319,viram,203
3283,procurar,203
4505,elementos,203
7922,filósofo,203
450,tratou,203
15356,onda,203
1121,sente,203
11903,grau,203
4153,bater,203
10201,exterior,203
8633,candidatura,203
3399,nação,203
2135,pelo,203
5986,votos,203
4065,hipótese,203
4235,meter,203
4524,interesses,202
58664,virgília,202
14565,teresa,202
3472,academia,202
3025,projetos,202
2167,solidão,202
23502,sara,202
6113,participação,202
6696,inspiração,202
3104,tamanho,201
3036,classe,201
1990,explicou,201
1613,põe,201
7114,dada,201
4824,larga,201
5007,sabendo,201
5776,espelho,201
11815,funcionários,201
1193,sós,201
1002,humanidade,201
30263,80,201
69053,psdb,200
16140,comunicação,200
7685,imperador,200
1144,tocar,200
10752,lisboa,200
322,mata,200
42991,disco,200
7450,fê,200
6484,rumor,200
2663,dívida,200
18308,lulu,200
2282,respondia,200
468,bastava,199
4375,musa,199
1516,testa,199
11754,neves,199
18035,israel,199
1267,escreve,199
1630,direitos,199
4937,esperou,199
1443,importância,199
6844,nível,199
2213,chácara,199
125,camões,199
11904,máximo,199
5507,senti,199
23930,durval,199
8827,debate,198
1561,convite,198
1899,espero,198
71620,filmes,198
3630,convicção,198
19,editora,198
678,vim,198
10725,9,198
6019,raro,198
100568,o_que,197
2656,dificuldade,197
5891,torno,197
17941,modelos,197
66288,controle,197
1113,entraram,197
4218,paga,197
3223,estrela,197
10316,preso,197
3965,estas,197
2922,prosa,196
2250,madrugada,196
3548,amante,196
17654,americano,196
4304,desempenho,196
5406,preocupação,196
6035,bacharel,196
5583,rápido,196
7851,rocha,196
8230,membros,196
1172,apresentou,196
82,pálida,196
7220,comercial,195
3508,regras,195
2033,peso,195
1310,tratar,195
4232,combate,195
1646,ambição,195
216,verdadeiramente,194
7949,serve,194
1246,toma,194
28591,objetivo,194
2587,estendeu,194
2368,aceita,194
1797,perguntar,194
4749,divina,194
581,saíram,194
2421,confessou,194
1476,lia,193
5975,energia,193
3008,parentes,193
1442,representação,193
3338,seguir,193
1542,ria,193
396,possuía,192
19573,palmeiras,192
6842,construção,192
13071,23,192
1179,objetos,192
6987,passam,192
3462,prometeu,192
1860,conversar,192
12320,fortes,191
9075,discursos,191
2671,secretaria,191
8053,foram,191
777,antigos,191
3893,hotel,191
1165,seria,191
1982,vindo,190
16510,l,190
614,corredor,190
54181,lívia,190
25464,tema,190
7836,olho,190
7704,graves,190
1143,chegando,190
21467,significa,189
1234,indiferente,189
26069,exa,189
3846,daria,189
24160,alfredo,189
3618,tradição,189
2599,ópera,188
1148,antônia,188
809,chegada,188
3495,aplicação,188
8608,calado,188
5875,resta,188
428,rosas,188
8736,filhas,188
7590,cérebro,188
5794,quisesse,187
9297,fita,187
5493,formosa,187
8539,pesquisas,187
47980,telefone,187
545,chegava,187
3812,velhas,187
2585,benefício,187
17425,contrato,187
10698,&,187
26625,responsável,187
43182,natividade,187
2971,bahia,187
476,ventura,187
36365,pinheiro,187
64,longas,186
24818,tomás,186
10147,comparação,186
8973,entanto,186
27599,clube,186
10319,clarinha,186
782,disto,186
10909,públicas,186
13281,recebe,185
1364,entrando,185
3547,faltava,185
1675,acontecer,185
22147,martins,185
18487,japão,185
51299,líder,185
5220,petrópolis,185
3818,madalena,185
271,descoberta,185
2481,sacrifício,185
3839,rapidamente,185
66283,km,185
8838,venceu,184
10037,provas,184
2045,receio,184
16195,paula,184
1626,rara,184
6831,vila,184
639,descer,184
1855,melancolia,184
3779,multidão,183
1266,satisfação,183
77348,multimídia,183
864,missão,183
11560,redução,183
1071,enorme,183
3210,vender,183
2133,anunciou,183
11602,mínimo,183
2877,tempestade,183
166,americana,183
620,contente,183
2078,diário,183
2375,útil,183
2948,supor,182
8628,levado,182
2241,aurora,182
10537,27,182
5482,valia,182
1248,paixões,182
511,aparecer,182
14159,dificuldades,182
8043,movimentos,182
57052,90,182
3645,estevão,182
2131,ordens,182
5312,insistiu,181
1736,lha,181
246,branca,181
2762,general,181
8174,diziam,181
7581,lugares,181
1043,inteira,181
1548,feições,181
6360,curioso,181
8237,brilhante,181
3551,inteligência,181
12700,usa,181
14721,nos,181
67632,pmdb,181
2083,observou,180
3788,aventura,180
12723,seguro,180
2895,descobriu,180
4229,diversos,180
1509,dirigiu,180
1993,estremeceu,180
17064,ajuda,180
1296,terreno,180
4408,ouve,180
214,recurso,180
980,lição,180
17453,saint,180
11175,instituições,180
3545,ilha,179
2754,charuto,179
11827,questões,179
7696,separação,179
4219,pedi,179
9842,italiano,179
24795,portuguesa,179
4058,exatamente,179
12741,dramática,179
2543,felizmente,179
48410,prefeito,178
15095,bairro,178
4216,pequenas,178
2712,parlamento,178
304,correio,178
2034,vergonha,178
74,apresentar,178
885,apertou,178
39745,cardoso,178
625,deviam,178
2722,morava,178
6953,disposição,178
19533,barbosa,177
11949,prata,177
2155,pertence,177
3639,vagas,177
1402,autoridade,177
4035,absolutamente,177
8991,situações,177
5810,piedade,177
1031,chave,177
787,terror,177
4671,manda,177
475,voltava,177
8499,aumentar,177
6296,sexo,177
4576,namorados,177
5642,anteriores,177
4470,onze,177
5278,amigas,176
27204,catarina,176
19896,milhão,176
1174,perda,176
67275,salários,176
6159,bateu,176
9089,vinho,176
5108,gestos,176
2079,impressões,176
6241,seguida,175
5292,corações,175
7076,reserva,175
7414,histórias,175
46220,pág,175
8187,vêm,175
3274,cruel,175
8506,assembléia,175
9406,manuel,175
7945,cemitério,175
3816,daquelas,174
2989,acompanhou,174
10162,criou,174
2152,salvar,174
3117,cai,174
62695,mess,174
48503,prefeitura,174
13398,fina,174
5237,deixei,174
27730,rui,174
21569,cândido,174
6537,lido,174
4424,dissesse,174
4315,estréia,174
17885,hospital,174
10680,morre,173
1986,estranho,173
10404,leão,173
1158,incidente,173
54185,borba,173
2784,momentos,173
21111,escolas,173
3911,oposição,172
7008,existem,172
9159,aplausos,172
13168,estudante,172
3453,companheiro,172
5624,escritório,172
6285,dentes,172
902,episódio,172
17917,seminário,172
66498,urvs,172
343,anúncio,171
3900,princípios,171
1988,escravo,171
2731,terras,171
5308,acompanhar,171
8526,leitora,171
4504,infância,171
1580,escrita,171
5501,vela,171
5433,eugênia,170
2086,recusa,170
21325,jovens,170
9918,ai,170
1192,ficando,170
4223,atirou,170
4889,sincera,170
6306,irá,170
2694,novamente,169
10504,colégio,169
4305,minuto,169
8763,ginásio,169
25690,venâncio,169
1211,esquina,169
2654,ministros,169
57773,úrsula,169
6499,fechar,168
4721,gravidade,168
23026,deveria,168
816,merece,168
20969,tentativa,168
191,compreender,168
11902,marca,168
11392,repetir,168
19429,moderna,168
1451,damas,168
10903,documento,168
675,demora,168
5824,aquele,168
8437,morta,168
289,fará,167
3981,sinais,167
9014,bola,167
68408,vídeo,167
10193,eleito,167
5474,desconhecido,167
3242,inimigo,167
37313,alvarez,167
11513,instituição,167
37812,washington,167
1560,recusou,167
2803,china,167
4002,casado,167
15919,pereira,167
17687,romualdo,166
5609,ocorreu,166
6168,apresenta,166
13122,26,166
1301,intimidade,166
14010,números,166
10364,esqueceu,166
449,medicina,166
19750,locais,166
54184,quincas,166
1530,séria,166
4251,literário,166
5958,diversas,165
44855,consumidor,165
4555,personagem,165
3561,dirá,165
5350,exame,165
5716,vulgar,165
68696,campeonato,165
3015,presentes,165
11385,sede,165
6665,rival,165
8481,pedras,165
9542,ventos,165
3290,francamente,165
4113,causas,165
6498,virtudes,165
3588,certas,165
12239,método,165
6757,bolsa,165
15608,salário,164
35060,máquinas,164
10603,28,164
12144,morais,164
4474,papai,164
21819,civil,164
330,pescoço,164
4204,segundos,164
20576,alencar,164
6391,méxico,164
898,modos,164
8329,senhores,164
1259,entregue,164
7638,príncipe,164
5369,inteiro,163
5772,assuntos,163
9859,200,163
3017,finado,163
52268,estadual,163
12834,nós,163
2835,cuidados,163
1244,lança,163
23987,*,162
4086,venho,162
44204,págs,162
8216,médio,162
7349,natal,162
3348,cadáver,162
16504,macedo,162
6327,eternidade,162
1611,tristes,161
21943,trabalhadores,161
2419,miséria,161
4201,lançar,161
18166,militares,161
31950,rosinha,161
3411,cocheiro,161
5227,respondi,161
15230,estará,161
5051,negar,161
3020,bento,160
6486,sabemos,160
4691,recebido,160
9961,leia,160
2183,cabe,160
2170,completo,160
10802,especialmente,160
8796,responsabilidade,160
11344,oeste,160
35229,empresário,160
10506,escolher,160
7729,mudou,160
25244,devido,160
2542,afirmar,160
10487,curta,160
4615,desejos,160
5869,dores,159
3558,continuava,159
8297,importantes,159
9756,publicação,159
7433,algibeira,159
17549,material,159
2809,confissão,159
56122,usuário,159
11922,povos,159
927,tendência,159
3615,ardente,159
4295,facilmente,159
3727,ganha,159
7933,corre,159
2595,sincero,159
6275,globo,159
20950,revisão,159
462,ganhou,158
7013,saí,158
2073,engano,158
17874,próximos,158
8712,quadros,158
13871,le,158
2380,acordou,158
1557,retirou,158
67096,norte-americano,158
2801,quinta,158
11695,soldados,158
9051,batalha,158
2362,botafogo,158
15,aguilar,158
5035,deitou,158
3213,"',",157
6053,figuras,157
21840,redação,157
45997,94,157
2165,tornava,157
8933,egito,157
199,doutrina,157
3562,humanas,157
3088,surpresa,157
39298,tecnologia,157
24279,ângela,157
1562,despediu,157
1690,bens,157
2814,derrota,157
9104,aos,157
3415,fique,157
3783,confusão,157
534,lendo,157
1716,pretexto,157
20015,parque,157
6497,cumprir,157
9594,frases,157
8325,orador,157
7426,concluir,156
1036,assistir,156
6329,invenção,156
171,vivos,156
32376,função,156
4280,fatal,156
3189,viria,156
66190,1992,156
3986,preta,156
1355,começaram,156
67137,usp,156
3369,lírico,156
7984,ares,156
1354,escravos,156
7218,nascimento,156
690,profundamente,155
2027,chorar,155
6422,herói,155
39839,financeiro,155
22780,velocidade,155
12755,caracteres,155
5659,teto,155
2145,madrinha,155
2702,desastre,155
73449,cd,155
20302,rochedo,155
3582,correção,154
1295,geralmente,154
1003,admira,154
3203,contato,154
516,moleque,154
6369,entendeu,154
9440,criada,154
4009,pensei,154
6966,infinito,154
3305,vítima,154
31625,crítico,154
10241,receita,154
3471,curso,154
7875,porção,154
66761,sexta-feira,154
2936,podendo,154
2701,impedir,154
1689,posse,154
3004,quantos,153
8863,valença,153
13447,tentou,153
10668,definição,153
1528,cálculo,153
3714,raio,153
4437,belos,153
3426,crê,153
10714,unidade,153
822,achado,153
14331,técnica,153
29407,moreira,153
2385,franqueza,153
62345,mathilde,153
1780,jesus,153
4997,corda,153
8655,eleitores,152
4085,entrei,152
2347,precisava,152
8911,aliança,152
15233,medidas,152
81,inglesa,152
4004,inveja,152
10312,ilusões,152
5267,estes,152
19935,ambiente,152
5999,castelo,152
3717,conjunto,151
3097,realizar,151
32757,29,151
4303,dura,151
7373,pintura,151
3679,consideração,151
15467,abraão,151
2824,dissera,151
15914,liga,151
15687,formação,151
36549,prevê,151
11753,caetano,151
26825,silvestre,151
14277,trabalha,150
1889,obrigação,150
1785,estudar,150
3074,prestes,150
2743,cidadão,150
25114,francisca,149
4183,colega,149
11144,sublime,149
2558,dramático,149
3484,operações,149
1997,soma,149
105,contraste,149
854,reparou,149
3059,defunto,149
36240,souza,149
7579,corrida,149
1879,roça,149
80,imagina,149
2798,regiões,149
6526,massa,149
4261,paredes,149
9984,consumo,149
12116,participar,149
5967,médicos,149
3332,fantasia,149
46756,agência,149
2907,tranqüilo,148
70161,fotos,148
91061,$%,148
10168,crônica,148
2003,procedimento,148
3082,casada,148
5953,perguntava,148
13337,querendo,148
3502,atitude,148
3910,valadares,147
9310,grosso,147
2837,viagens,147
912,dizê,147
9807,comuns,147
2125,lembrava,147
7524,suma,147
3309,nas,147
8368,adversário,147
2039,ocasiões,147
631,expansão,147
15770,of,147
7603,linda,147
13076,ira,147
1863,compreende,147
15298,encontra,147
2947,intervenção,147
2569,confessar,147
1397,mérito,146
5695,pensamentos,146
2912,hás,146
5239,verão,146
22801,policiais,146
18610,carioca,146
7106,conversão,146
3215,visse,146
7853,lados,146
10777,porquanto,146
908,defeito,146
1679,desejava,146
4080,chegado,145
1448,despesas,145
28774,flávio,145
39896,lançamento,145
8387,colegas,145
6185,oferece,145
2142,cerimônia,145
1338,desdém,145
6885,inverno,145
25324,presos,145
2244,doze,145
1017,ridículo,145
2453,aceito,145
11478,barbeiro,145
3512,ficara,145
3674,lembro,144
69016,quércia,144
1012,exceção,144
3143,produzir,144
2698,antigas,144
3326,estrangeiros,144
12355,artes,144
4912,nestas,144
72341,r.,144
4191,pressa,144
1676,levantando,144
4475,responde,144
39637,relatório,144
6337,progresso,144
6290,sapatos,144
4725,estranha,144
838,afeto,144
6045,gerais,144
10593,rodrigues,144
1844,levando,144
16089,brancos,144
12451,obstante,144
5303,teatros,144
18129,alunos,143
7352,física,143
2426,doido,143
2597,podes,143
4118,mesmo,143
6536,muda,143
642,tarefa,143
45842,produtores,143
1321,fiel,143
2755,contando,143
4511,criaturas,143
17582,tesouro,143
3007,contigo,143
10069,xavier,143
15084,escândalo,143
40298,500,143
90674,tel.,143
858,esperando,143
3813,virgem,143
3884,conflito,142
70398,computadores,142
39089,leilão,142
2617,lágrima,142
2339,entregou,142
21514,inda,142
9849,j,142
10590,representa,142
31104,agências,142
4545,viveu,142
4565,ido,142
4944,et,142
4919,caminha,142
18405,impostos,142
33508,melchior,142
821,tê,142
17000,carnaval,142
7975,domingos,142
3870,nascer,142
3267,lentamente,141
2670,empregado,141
66556,opção,141
202,civilização,141
2166,desgraça,141
10302,anjos,141
3366,estêvão,141
932,andam,141
126,cantos,141
3225,corrente,141
15883,usado,141
737,divino,141
2885,herança,141
42,simão,141
69033,pfl,141
1558,acompanhado,141
8709,beatriz,140
9818,valem,140
12510,documentos,140
15286,industrial,140
270,rica,140
6231,modéstia,140
11595,sentado,140
2178,imaginar,140
43887,300,140
22792,julião,140
3163,salão,140
153,poética,140
11502,trecho,140
18837,inácio,140
2144,padrinho,140
6736,levanta,140
26613,pança,140
5364,aborrecido,140
8920,in,140
17863,propostas,140
1590,capa,140
5168,duro,140
23446,reúne,139
2804,ouvira,139
8047,acidente,139
36675,empresários,139
10846,tratamento,139
30335,gustavo,139
16565,ricardo,139
3861,conosco,139
1322,sepultura,139
1359,hábitos,139
3354,vais,139
4486,informação,139
2093,amada,139
18177,roma,139
5265,aprender,139
5552,dom,139
30739,nacionais,139
326,duzentos,139
834,joelhos,139
7689,encontrado,139
4343,das,139
22491,f,138
6675,mato,138
62408,cultural,138
12833,crimes,138
9963,escrivão,138
11452,borges,138
160,totalmente,138
62252,cavalcante,138
25829,carvalho,138
8128,raios,138
2047,visitar,138
12297,propriamente,138
977,hesitou,138
2903,lance,138
21579,mônica,138
13127,rússia,138
7818,sabor,138
5169,muro,138
13241,vênus,138
17574,iniciativa,137
4038,dignidade,137
4884,expectativa,137
2458,convém,137
2054,escrevi,137
4391,espada,137
10297,férias,137
2745,estrangeiro,137
11321,escuro,137
17541,ônibus,137
6440,serra,136
47322,piloto,136
4601,compensação,136
7969,vizinho,136
10755,universo,136
2218,trocar,136
1278,familiar,136
10105,john,136
1191,saindo,136
5059,discutir,135
12858,fábrica,135
3522,raras,135
21145,flamengo,135
40413,0,135
918,produziu,135
7339,escritos,135
17489,new,135
11681,excesso,135
23392,luiza,135
23883,tibério,135
2750,rainha,135
16581,crescer,135
800,deixo,135
15323,31,135
2037,remorso,134
18994,camargo,134
5262,folhetim,134
5497,ficaria,134
4964,resistência,134
6364,defeitos,134
2547,cartão,134
10102,cristo,134
12598,,134
850,conquanto,134
4356,cuidar,134
4091,tragédia,134
5105,plena,134
6371,solo,134
12498,essas,134
26393,gaspar,134
17192,camila,134
3051,recebi,134
8770,meninos,134
4481,deitar,134
2090,riqueza,134
20770,guimarães,134
5956,acontecimento,133
8997,35,133
18450,taxas,133
2986,mostrava,133
11359,considerado,133
10040,gazeta,133
4966,conselhos,133
4770,aprovação,133
11467,gil,133
15916,castro,133
10835,lopes,133
10734,virá,133
8828,vice,133
613,palmas,133
39375,evento,133
67301,televisão,133
